,labor_market_woman,Bias,Bias2,WikiName,Ambigious,Name,Oppositgender,Profession_name,NormalizedGoogleDif,l_m_without_outliers,NormalizedGoogleDif2
Trockenbaumonteur,1.37884208602,male,0,Trockenbaumonteur,0,Trockenbaumonteur,Trockenbaumonteurin,Trockenbaumonteur,0.925013989927,1.37884208602,0.925013989927
Tunnelwärter,2.21180663155,male,0,Tunnelwärter,0,Tunnelwärter,Tunnelwärterin,Tunnelwärter,0.98904109589,2.21180663155,0.98904109589
Täschner,48.3291210334,male,0,Täschner,0,Täschner,Täschnerin,Täschner,0.95572456879,48.3291210334,0.95572456879
Tätowierer,41.125,male,0,Tätowierer,0,Tätowierer,Tätowiererin,Tätowierer,0.899518238128,41.125,0.899518238128
Uhrmacher,31.7169069463,male,0,Uhrmacher,0,Uhrmacher,Uhrmacherin,Uhrmacher,0.98601562959,31.7169069463,0.98601562959
Umweltgutachter,41.0920869968,male,0,Umweltgutachter,0,Umweltgutachter,Umweltgutachterin,Umweltgutachter,0.900943396226,41.0920869968,0.900943396226
Umweltschutztechnischer Assistent,31.4682116176,male,0,Umweltschutztechnischer Assistent,0,Umweltschutztechnischer Assistent,Umweltschutztechnische Assistentin,Umweltschutztechnischer Assistent,0.336617405583,31.4682116176,0.336617405583
Unternehmensberater,26.911058483,male,0,Unternehmensberater,0,Unternehmensberater,Unternehmensberaterin,Unternehmensberater,0.893772893773,26.911058483,0.893772893773
Veranstaltungskaufmann,58.3260838046,male,0,Veranstaltungskaufmann,0,Veranstaltungskaufmann,Veranstaltungskauffrau,Veranstaltungskaufmann,0.146529562982,58.3260838046,0.146529562982
Vergolder,12.6353874883,male,0,Vergolder,0,Vergolder,Vergolderin,Vergolder,0.789819376026,12.6353874883,0.789819376026
Verkaufsgärtner,40.2721885991,male,0,Verkaufsgärtner,0,Verkaufsgärtner,Verkaufsgärtnerin,Verkaufsgärtner,0.797413793103,40.2721885991,0.797413793103
Verkehrsplaner,26.3961430293,male,0,Verkehrsplaner,0,Verkehrsplaner,Verkehrsplanerin,Verkehrsplaner,0.93692575118,26.3961430293,0.93692575118
Verkäufer,74.4604823678,male,0,Verkäufer,0,Verkäufer,Verkäuferin,Verkäufer,0.891818428921,74.4604823678,0.891818428921
Verlagskaufmann,65.0971858153,male,0,Verlagskaufmann,0,Verlagskaufmann,Verlagskauffrau,Verlagskaufmann,0.261663286004,65.0971858153,0.261663286004
Verleger,34.1969853683,male,0,Verleger,0,Verleger,Verlegerin,Verleger,0.867529880478,34.1969853683,0.867529880478
Vermessungstechniker,27.0417875979,male,0,Vermessungstechniker,0,Vermessungstechniker,Vermessungstechnikerin,Vermessungstechniker,0.737604212374,27.0417875979,0.737604212374
Verpackungsmittelmechaniker,17.5711352303,male,0,Verpackungsmittelmechaniker,0,Verpackungsmittelmechaniker,Verpackungsmittelmechanikerin,Verpackungsmittelmechaniker,0.816431322208,17.5711352303,0.816431322208
Versicherungsberater,53.568518232,male,0,Versicherungsberater,0,Versicherungsberater,Versicherungsberaterin,Versicherungsberater,0.923758865248,53.568518232,0.923758865248
Versicherungsfachmann,53.568518232,male,0,Versicherungsfachmann,0,Versicherungsfachmann,Versicherungsfachfrau,Versicherungsfachmann,0.610134859011,53.568518232,0.610134859011
Versicherungsvertreter,53.568518232,male,0,Versicherungsvertreter,0,Versicherungsvertreter,Versicherungsvertreterin,Versicherungsvertreter,0.969456564855,53.568518232,0.969456564855
Vertriebsingenieur,34.1969853683,male,0,Vertriebsingenieur,0,Vertriebsingenieur,Vertriebsingenieurin,Vertriebsingenieur,0.957555799488,34.1969853683,0.957555799488
Verwaltungsbetriebswirt (HVSV),74.1246797609,male,0,Verwaltungsbetriebswirt (HVSV),0,Verwaltungsbetriebswirt,Verwaltungsbetriebswirtin,Verwaltungsbetriebswirt,0.303303303303,74.1246797609,0.303303303303
Veterinäringenieur,87.6854599407,male,0,Veterinäringenieur,0,Veterinäringenieur,Veterinäringenieurin,Veterinäringenieur,0.638655462185,87.6854599407,0.638655462185
Videojournalist,50.5608415413,male,0,Videojournalist,0,Video-Journalist,Video-Journalistin,Video-Journalist,0.991355705913,50.5608415413,0.991355705913
Vizepräsident,29.7738693467,male,0,Vizepräsident,0,Vizepräsident,Vizepräsidentin,Vizepräsident,0.573283858998,29.7738693467,0.573283858998
Volkswirt,45.1293759513,male,0,Volkswirt,0,Volkswirt,Volkswirtin,Volkswirt,0.787974683544,45.1293759513,0.787974683544
Vollziehungsbeamter,27.2030651341,male,0,Vollziehungsbeamter,0,Vollziehungsbeamter,Vollziehungsbeamtin,Vollziehungsbeamter,0.778290993072,27.2030651341,0.778290993072
Vorarbeiter,6.22029488291,male,0,Vorarbeiter,0,Vorarbeiter,Vorarbeiterin,Vorarbeiter,0.917733587578,6.22029488291,0.917733587578
Wachleiter,14.3865948534,male,0,Wachleiter,0,Wachleiter,Wachleiterin,Wachleiter,0.961206896552,14.3865948534,0.961206896552
Wachszieher,71.2530712531,male,0,Wachszieher,0,Wachszieher,Wachszieherin,Wachszieher,0.844660194175,71.2530712531,0.844660194175
Wasserbauer,6.43323607058,male,0,Wasserbauer,0,Wasserbauer,Wasserbauerin,Wasserbauer,0.967213114754,6.43323607058,0.967213114754
Wassermeister,2.55758807588,male,0,Wassermeister,0,Wassermeister,Wassermeisterin,Wassermeister,0.976725649609,2.55758807588,0.976725649609
Webdesigner,48.9152458611,male,0,Webdesigner,0,Webdesigner,Webdesignerin,Webdesigner,0.983589011773,48.9152458611,0.983589011773
Weber,34.0723731095,male,0,Weber,0,Weber,Weberin,Weber,0.997878964113,34.0723731095,0.997878964113
Weinhandelsküfer,12.1335504886,male,0,Weinhandelsküfer,0,Weinhandelsküfer,Weinhandelsküferin,Weinhandelsküfer,0.822222222222,12.1335504886,0.822222222222
Weinküfer,12.1335504886,male,0,Weinküfer,0,Weinküfer,Weinküferin,Weinküfer,0.685695097381,12.1335504886,0.685695097381
Werbeleiter,39.301264773,male,0,Werbeleiter,0,Werbeleiter,Werbeleiterin,Werbeleiter,0.670212765957,39.301264773,0.670212765957
Werbetexter,54.6682417799,male,0,Werbetexter,0,Werbetexter,Werbetexterin,Werbetexter,0.583333333333,54.6682417799,0.583333333333
Werkfeuerwehrmann,3.44094865995,male,0,Werkfeuerwehrmann,0,Werkfeuerwehrmann,Werkfeuerwehrfrau,Werkfeuerwehrmann,0.798816568047,3.44094865995,0.798816568047
Werkpolier,1.0979692033,male,0,Werkpolier,0,Werkpolier,Werkpolierin,Werkpolier,0.900237529691,1.0979692033,0.900237529691
Werkschutz,14.3865948534,male,0,Werkschutz,0,Werkschutzleiter,Werkschutzleiterin,Werkschutzleiter,0.89898989899,14.3865948534,0.89898989899
Werkstoffprüfer,19.3917391602,male,0,Werkstoffprüfer,0,Werkstoffprüfer,Werkstoffprüferin,Werkstoffprüfer,0.840490797546,19.3917391602,0.840490797546
Werkzeugmacher,3.10172465159,male,0,Werkzeugmacher,0,Werkzeugmacher,Werkzeugmacherin,Werkzeugmacher,0.963692150345,3.10172465159,0.963692150345
Werkzeugmechaniker,3.10172465159,male,0,Werkzeugmechaniker,0,Werkzeugmechaniker,Werkzeugmechanikerin,Werkzeugmechaniker,0.90332326284,3.10172465159,0.90332326284
Wildhüter,9.27835051546,male,0,Wildhüter,0,Wildheger,Wildhegerin,Wildheger,0.979797979798,9.27835051546,0.979797979798
Winzer,18.034026465,male,0,Winzer,0,Winzer,Winzerin,Winzer,0.953348382242,18.034026465,0.953348382242
Wirtschaftsassistent,79.0444149597,male,0,Wirtschaftsassistent,0,Wirtschaftsassistent,Wirtschaftsassistentin,Wirtschaftsassistent,0.221445221445,79.0444149597,0.221445221445
Wirtschaftsfachwirt,62.1600224791,male,0,Wirtschaftsfachwirt,0,Wirtschaftsfachwirt,Wirtschaftsfachwirtin,Wirtschaftsfachwirt,0.701308698999,62.1600224791,0.701308698999
Wirtschaftsjurist,57.9327818764,male,0,Wirtschaftsjurist,0,Wirtschaftsjurist,Wirtschaftsjuristin,Wirtschaftsjurist,0.525179856115,57.9327818764,0.525179856115
Wirtschaftsprüfer,38.28113879,male,0,Wirtschaftsprüfer,0,Wirtschaftsprüfer,Wirtschaftsprüferin,Wirtschaftsprüfer,0.951365956169,38.28113879,0.951365956169
Wissenschaftlicher Mitarbeiter,42.812488391,male,0,Wissenschaftlicher Mitarbeiter,0,Wissenschaftlicher Mitarbeiter,Wissenschaftliche Mitarbeiterin,Wissenschaftlicher Mitarbeiter,0.229813664596,42.812488391,0.229813664596
Wächter,31.0871031175,male,0,Wächter,0,Wächter,Wächterin,Wächter,0.957072840967,31.0871031175,0.957072840967
"Wärme-, Kälte- und Schallschutzisolierer",1.2101210121,male,0,"Wärme-, Kälte- und Schallschutzisolierer",0,"Wärme-, Kälte- und Schallschutzisolierer","Wärme-, Kälte- und Schallschutzisoliererin","Wärme-, Kälte- und Schallschutzisolierer",0.923489452985,1.2101210121,0.923489452985
Yogalehrer,57.8800147221,male,0,Yogalehrer,0,Yogalehrer,Yogalehrerin,Yogalehrer,0.0520547945205,57.8800147221,0.0520547945205
Zahlmeister,31.3624678663,male,0,Zahlmeister,0,Zahlmeister,Zahlmeisterin,Zahlmeister,0.965475987011,31.3624678663,0.965475987011
Zahnarzt,66.0346097202,male,0,Zahnarzt,0,Zahnarzt,Zahnärztin,Zahnarzt,0.812807881773,66.0346097202,0.812807881773
Zahntechniker,60.2778057373,male,0,Zahntechniker,0,Zahntechniker,Zahntechnikerin,Zahntechniker,0.806451612903,60.2778057373,0.806451612903
Zauberer,19.2592592593,male,0,Zauberer,0,Zauberer,Zauberin,Zauberer,0.812895501967,19.2592592593,0.812895501967
Zerspanungsmechaniker,2.73770282356,male,0,Zerspanungsmechaniker,0,Zerspanungsmechaniker,Zerspanungsmechanikerin,Zerspanungsmechaniker,0.939355653822,2.73770282356,0.939355653822
Zimmerer,1.21315420092,male,0,Zimmerer,0,Zimmerer,Zimmerin,Zimmerer,0.961630991302,1.21315420092,0.961630991302
Zimmerpolier,2.22108756702,male,0,Zimmerpolier,0,Zimmererpolier,Zimmererpolierin,Zimmererpolier,0.965065502183,2.22108756702,0.965065502183
Zinngießer,4.20514511873,male,0,Zinngießer,0,Zinngießer,Zinngießerin,Zinngießer,0.976265439574,4.20514511873,0.976265439574
Zoologe,46.332046332,male,0,Zoologe,0,Zoologe,Zoologin,Zoologe,0.730182926829,46.332046332,0.730182926829
Zootechniker,43.2111947848,male,0,Zootechniker,0,Zootechniker,Zootechnikerin,Zootechniker,0.600377002828,43.2111947848,0.600377002828
Zupfinstrumentenmacher,29.8076923077,male,0,Zupfinstrumentenmacher,0,Zupfinstrumentenmacher,Zupfinstrumentenmacherin,Zupfinstrumentenmacher,0.883259911894,29.8076923077,0.883259911894
Zuschneider,84.4050647718,male,0,Zuschneider,0,Zuschneider,Zuschneiderin,Zuschneider,0.76682464455,84.4050647718,0.76682464455
Zusteller,47.8940392206,male,0,Zusteller,0,Zusteller,Zustellerin,Zusteller,0.985839233653,47.8940392206,0.985839233653
Zweiradmechaniker,4.72055030095,male,0,Zweiradmechaniker,0,Zweiradmechaniker,Zweiradmechanikerin,Zweiradmechaniker,0.957497431461,4.72055030095,0.957497431461
Änderungsschneider,84.4050647718,male,0,Änderungsschneider,0,Änderungsschneider,Änderungsschneiderin,Änderungsschneider,0.561904761905,84.4050647718,0.561904761905
Übersetzer,69.8481848185,male,0,Übersetzer,0,Übersetzer,Übersetzerin,Übersetzer,0.76167778837,69.8481848185,0.76167778837
